GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,GEOID,TotalPopulaton,White,Black,AIAN,Asian,NHPI,Other,TwoOrMore,NotHispanicOrLatino,HispanicOrLatino,TotalPopulation25Over,NoSchooling,EarlyChildhoodEducation,HighSchool,SomeCollege,Associates,Bachelors,TotalHouseholds,LimitedEnglishSpeaking,NotLimitedEnglishSpeaking,MedianIncome,HouseholdsWithElectronics,HouseholdsWithComputer,HouseholdsWithMobileDevices,HouseholdsNoComputers
G4701210,2016-2020,TN,Tennessee,47,Meigs County,05000US47121,12237,11636,232,45,33,0,50,482,11965,272,8936,107,329,4991,1960,635,914,5079,0,5079,50733,4259,2926,4025,820
G4701230,2016-2020,TN,Tennessee,47,Monroe County,05000US47123,46413,43205,962,86,205,0,440,3030,44372,2041,33139,296,2043,16041,7097,2580,5082,18639,96,18543,45576,15638,11709,14718,3001
G4701250,2016-2020,TN,Tennessee,47,Montgomery County,05000US47125,204992,141679,40546,947,4878,663,3826,24906,183929,21063,127366,1089,1593,40416,32705,14088,37475,74606,986,73620,60878,70666,61237,67976,3940
G4701270,2016-2020,TN,Tennessee,47,Moore County,05000US47127,6396,5926,119,72,213,1,1,128,6395,1,4673,40,256,2307,766,399,905,2599,32,2567,63762,2222,1582,2096,377
G4701290,2016-2020,TN,Tennessee,47,Morgan County,05000US47129,21538,19813,1301,127,19,4,70,408,21241,297,15626,106,770,9194,2673,1105,1778,7524,11,7513,41701,6207,4596,5856,1317
G4701310,2016-2020,TN,Tennessee,47,Obion County,05000US47131,30343,25345,3421,72,131,5,448,1842,28928,1415,21387,398,1039,11651,3820,1166,3313,12633,70,12563,39985,10580,7541,9688,2053
G4701330,2016-2020,TN,Tennessee,47,Overton County,05000US47133,22171,21482,97,24,70,139,8,702,21824,347,15680,146,1483,8744,2594,752,1961,8969,0,8969,36478,7009,5492,6360,1960
G4701350,2016-2020,TN,Tennessee,47,Perry County,05000US47135,8020,7437,65,72,195,0,28,446,7808,212,5551,105,446,3212,889,419,480,2929,0,2929,48716,2124,1609,1769,805
G4701370,2016-2020,TN,Tennessee,47,Pickett County,05000US47137,5068,4969,11,0,0,0,0,176,4907,161,3854,42,324,1955,659,353,521,2211,34,2177,43125,1741,1362,1452,470
G4701390,2016-2020,TN,Tennessee,47,Polk County,05000US47139,16807,15877,144,37,27,0,77,1290,16445,362,12433,133,811,5574,2949,1396,1570,7448,118,7330,45326,6137,4417,5652,1311
G4701410,2016-2020,TN,Tennessee,47,Putnam County,05000US47141,78542,72710,1885,240,1010,0,816,3762,73534,5008,51158,442,2130,22698,9493,2878,13517,31777,386,31391,45160,27896,23934,26246,3881
G4701430,2016-2020,TN,Tennessee,47,Rhea County,05000US47143,32964,30584,579,31,172,0,559,2078,31282,1682,22465,274,1180,11042,4694,1544,3731,12324,164,12160,46096,10739,8092,10112,1585
G4701450,2016-2020,TN,Tennessee,47,Roane County,05000US47145,53331,49925,1275,226,412,18,237,2476,52288,1043,39412,326,1067,17507,9558,3432,7522,21596,26,21570,55578,19104,15059,18078,2492
G4701470,2016-2020,TN,Tennessee,47,Robertson County,05000US47147,70982,61056,5149,223,462,39,2142,3822,65942,5040,48643,678,1659,22873,9783,3728,9922,26122,368,25754,66088,23386,18729,22563,2736
G4701490,2016-2020,TN,Tennessee,47,Rutherford County,05000US47149,324139,243607,49005,844,11318,37,5443,27770,297161,26978,204647,1995,3173,67332,48017,17467,66663,115249,2607,112642,68718,109785,95750,106418,5464
G4701510,2016-2020,TN,Tennessee,47,Scott County,05000US47151,22020,21527,127,122,3,0,15,452,21802,218,15097,272,863,8930,2723,923,1386,8625,0,8625,37135,6879,4599,6551,1746
G4701530,2016-2020,TN,Tennessee,47,Sequatchie County,05000US47153,14936,14438,64,26,0,0,51,714,14400,536,10943,54,445,5872,2273,695,1604,5539,70,5469,44217,4903,3834,4535,636
G4701550,2016-2020,TN,Tennessee,47,Sevier County,05000US47155,98007,92118,860,319,800,44,765,6202,91796,6211,70237,643,2505,32108,16697,5446,12838,37993,818,37175,51734,33706,27150,32056,4287
G4701570,2016-2020,TN,Tennessee,47,Shelby County,05000US47157,936611,357239,504387,1728,25385,339,26189,42688,876345,60266,615616,7583,14941,212975,140549,40279,199289,356607,6181,350426,52092,311413,245883,298408,45194
G4701590,2016-2020,TN,Tennessee,47,Smith County,05000US47159,19926,18407,551,93,89,0,249,1074,19354,572,13897,114,564,7293,2626,915,2385,7688,36,7652,48611,6639,5373,6121,1049
G4701610,2016-2020,TN,Tennessee,47,Stewart County,05000US47161,13553,12685,49,70,71,111,89,956,13120,433,9689,105,238,5113,1764,701,1768,5226,16,5210,49537,4228,3297,3968,998
G4701630,2016-2020,TN,Tennessee,47,Sullivan County,05000US47163,157707,148420,2922,400,1042,107,1092,7448,154570,3137,115220,930,3677,49159,23045,10189,28220,66645,130,66515,47438,58462,47990,54031,8183
G4701650,2016-2020,TN,Tennessee,47,Sumner County,05000US47165,187680,160257,14794,409,2784,156,2679,13202,178057,9623,129174,1246,3465,46964,29238,11310,36951,68654,614,68040,69878,63575,54253,60175,5079
G4701670,2016-2020,TN,Tennessee,47,Tipton County,05000US47167,61562,47387,11415,151,431,0,574,3208,59829,1733,41359,344,1160,18646,10210,3984,7015,21624,60,21564,62474,19399,14922,18615,2225
G4701690,2016-2020,TN,Tennessee,47,Trousdale County,05000US47169,10910,9045,1129,66,31,0,45,1188,10802,108,7791,113,234,4240,1795,506,903,3398,31,3367,56981,2711,1981,2616,687
G4701710,2016-2020,TN,Tennessee,47,Unicoi County,05000US47171,17821,17053,48,52,75,0,280,626,16875,946,13506,79,651,6283,3192,1083,2218,7683,34,7649,44526,6234,5241,5556,1449
G4701730,2016-2020,TN,Tennessee,47,Union County,05000US47173,19678,19089,91,0,29,19,4,892,19333,345,13937,203,1130,7700,2121,1242,1541,7463,10,7453,45143,6494,4404,6012,969
G4701750,2016-2020,TN,Tennessee,47,Van Buren County,05000US47175,5813,5603,10,0,0,0,32,336,5735,78,4294,41,413,2429,698,344,369,2242,0,2242,47576,1741,1428,1652,501
G4701770,2016-2020,TN,Tennessee,47,Warren County,05000US47177,40971,36702,1078,98,309,127,1270,2774,37201,3770,28092,362,1532,15754,4923,1684,3837,15515,215,15300,42668,12978,9906,12047,2537
G4701790,2016-2020,TN,Tennessee,47,Washington County,05000US47179,128874,116359,5199,373,2229,20,1067,7254,124227,4647,88935,718,2159,32626,18361,6352,28719,54603,467,54136,48923,48997,40616,46406,5606
G4701810,2016-2020,TN,Tennessee,47,Wayne County,05000US47181,16638,15123,990,16,63,24,92,660,16278,360,12552,57,752,7248,2428,737,1330,5737,2,5735,42206,4550,3238,4291,1187
G4701830,2016-2020,TN,Tennessee,47,Weakley County,05000US47183,33377,29458,2851,110,91,23,286,1116,32461,916,21552,164,829,11252,3880,1148,4279,13563,113,13450,41488,11316,8635,10344,2247
G4701850,2016-2020,TN,Tennessee,47,White County,05000US47185,27087,25711,507,36,63,21,58,1382,26376,711,19216,339,1133,9986,3955,1371,2432,10219,0,10219,44282,8514,6593,7386,1705
G4701870,2016-2020,TN,Tennessee,47,Williamson County,05000US47187,232380,202325,9507,897,10867,49,1779,13912,221078,11302,151799,1001,1653,24370,23149,9846,91780,81041,1029,80012,111196,78792,74800,76675,2249
G4701890,2016-2020,TN,Tennessee,47,Wilson County,05000US47189,140604,121579,9674,395,2625,22,2398,7822,134316,6288,96648,458,2168,32261,20687,7483,33591,51348,581,50767,78962,48309,42318,46352,3039
G4800010,2016-2020,TX,Texas,48,Anderson County,05000US48001,57917,41263,12114,237,350,9,1360,5168,47557,10360,42328,494,1893,21542,10460,3154,4785,16555,355,16200,45847,14385,10858,13553,2170
G4800030,2016-2020,TX,Texas,48,Andrews County,05000US48003,18227,14810,418,0,57,26,1867,2098,7863,10364,10944,277,1085,4843,2292,813,1634,5649,418,5231,75147,5242,3944,5015,407
G4800050,2016-2020,TX,Texas,48,Angelina County,05000US48005,87119,67464,13194,270,968,5,2420,5596,67701,19418,57331,1664,2627,23084,14846,4685,10425,31368,742,30626,49684,28400,22288,26647,2968
G4800070,2016-2020,TX,Texas,48,Aransas County,05000US48007,24220,21282,79,218,275,0,865,3002,17441,6779,17811,247,602,6632,4675,1529,4126,9917,260,9657,47924,9049,7621,8354,868
G4800090,2016-2020,TX,Texas,48,Archer County,05000US48009,8754,8269,96,128,15,0,40,412,8035,719,6192,33,146,2673,1535,424,1381,3513,62,3451,63958,3115,2443,2924,398
G4800110,2016-2020,TX,Texas,48,Armstrong County,05000US48011,1950,1786,14,15,0,0,31,208,1785,165,1338,21,38,378,431,126,344,720,4,716,69386,648,553,623,72
G4800130,2016-2020,TX,Texas,48,Atascosa County,05000US48013,50194,42538,543,41,252,0,1105,11430,17703,32491,32110,560,2611,16323,6336,1363,4917,15798,1167,14631,59251,14122,9917,13777,1676
G4800150,2016-2020,TX,Texas,48,Austin County,05000US48015,29892,22574,2622,41,165,0,3606,1768,21753,8139,20394,286,911,8155,5055,1306,4681,11569,315,11254,64468,10425,8320,9833,1144
G4800170,2016-2020,TX,Texas,48,Bailey County,05000US48017,6916,6443,20,69,47,0,303,68,2368,4548,4080,110,266,2163,550,282,709,2056,236,1820,55038,1728,1257,1643,328
G4800190,2016-2020,TX,Texas,48,Bandera County,05000US48019,22770,20274,170,274,77,0,615,2720,18379,4391,17461,257,464,6643,4671,1511,3915,8697,156,8541,60361,8021,6808,7278,676
G4800210,2016-2020,TX,Texas,48,Bastrop County,05000US48021,86839,56754,6803,462,732,0,16023,12130,53153,33686,57064,1861,3094,22130,13771,3919,12289,26173,649,25524,71820,23672,19401,22423,2501
G4800230,2016-2020,TX,Texas,48,Baylor County,05000US48023,3560,3288,114,19,0,45,58,72,3017,543,2527,0,70,1205,567,155,530,1621,11,1610,40946,1338,1127,1244,283
G4800250,2016-2020,TX,Texas,48,Bee County,05000US48025,32609,26161,2379,196,187,4,867,5630,13296,19313,22226,380,1491,10220,6065,1673,2397,8499,293,8206,45287,7282,5458,6925,1217
G4800270,2016-2020,TX,Texas,48,Bell County,05000US48027,355700,216666,85986,1685,10029,2346,10872,56232,265575,90125,216686,2784,5067,67553,61332,25058,54892,125747,3278,122469,54987,117678,101756,111766,8069
G4800290,2016-2020,TX,Texas,48,Bexar County,05000US48029,1978826,1416766,150321,13201,59963,2296,136791,398976,781706,1197120,1269771,26765,63678,426103,288263,103458,361504,644561,42850,601711,58288,598947,483628,576522,45614
G4800310,2016-2020,TX,Texas,48,Blanco County,05000US48031,11733,10001,3,167,98,47,521,1792,9416,2317,8919,75,329,2799,2366,839,2511,4665,60,4605,70397,4370,3572,4209,295
G4800330,2016-2020,TX,Texas,48,Borden County,05000US48033,653,620,0,0,0,0,0,66,568,85,434,10,7,103,95,23,196,223,0,223,83281,207,186,203,16
G4800350,2016-2020,TX,Texas,48,Bosque County,05000US48035,18428,16703,317,63,112,0,367,1732,14969,3459,13234,132,479,5296,3584,1291,2452,7255,164,7091,57337,6354,4929,5938,901
G4800370,2016-2020,TX,Texas,48,Bowie County,05000US48037,93622,63778,23278,753,1130,39,1760,5768,86371,7251,63575,450,1743,26016,16565,4886,13915,34283,314,33969,51796,27923,22407,26225,6360
G4800390,2016-2020,TX,Texas,48,Brazoria County,05000US48039,368062,249242,52893,2362,24467,79,16441,45156,253968,114094,240923,3554,7413,76213,57485,21363,74895,124184,3722,120462,83325,117714,101501,113537,6470
G4800410,2016-2020,TX,Texas,48,Brazos County,05000US48041,226370,170157,24390,559,13690,147,5930,22994,167828,58542,121611,2143,4507,32562,24139,7900,50360,81514,4092,77422,50289,77734,67174,75518,3780
G4800430,2016-2020,TX,Texas,48,Brewster County,05000US48043,9231,8207,19,94,392,0,308,422,5063,4168,6850,84,324,1880,1516,254,2792,4292,295,3997,45296,3748,2727,3458,544
G4800450,2016-2020,TX,Texas,48,Briscoe County,05000US48045,1348,1210,16,0,0,6,17,198,861,487,1017,2,53,458,256,70,178,588,5,583,37875,472,355,429,116
G4800470,2016-2020,TX,Texas,48,Brooks County,05000US48047,7100,5720,87,104,0,0,656,1066,586,6514,4460,122,539,1975,964,129,731,2475,267,2208,25058,1809,795,1749,666
G4800490,2016-2020,TX,Texas,48,Brown County,05000US48049,37805,33252,1361,135,242,0,670,4290,29289,8516,26168,281,895,11415,6474,1842,5261,14614,281,14333,49180,12780,9807,12086,1834
G4800510,2016-2020,TX,Texas,48,Burleson County,05000US48051,18237,14383,2460,49,8,0,535,1604,14431,3806,12685,248,488,5959,2467,823,2700,6931,237,6694,60058,5740,4361,5390,1191
G4800530,2016-2020,TX,Texas,48,Burnet County,05000US48053,47548,42169,677,172,291,16,2143,4160,36923,10625,33684,580,1403,12161,8500,2029,9011,17384,233,17151,59919,16345,13724,15285,1039
G4800550,2016-2020,TX,Texas,48,Caldwell County,05000US48055,42817,33555,2287,238,444,8,3167,6236,20097,22720,27627,737,1768,13537,6227,1271,4087,13774,932,12842,59846,12303,8315,11767,1471
G4800570,2016-2020,TX,Texas,48,Calhoun County,05000US48057,21470,16800,454,48,1218,0,799,4302,10919,10551,14334,371,1015,5782,3410,1246,2510,8027,544,7483,57170,7176,5637,6866,851
G4800590,2016-2020,TX,Texas,48,Callahan County,05000US48059,13959,13015,114,10,59,0,187,1148,12588,1371,9976,33,267,4310,2461,666,2239,5372,45,5327,51955,4642,3761,4272,730
G4800610,2016-2020,TX,Texas,48,Cameron County,05000US48061,422135,358405,2295,732,2887,118,16877,81642,42919,379216,248705,10845,32584,99715,42347,18068,45146,126968,20038,106930,41200,107230,72804,103986,19738
G4800630,2016-2020,TX,Texas,48,Camp County,05000US48063,12938,9719,2195,55,52,0,543,748,9646,3292,8446,183,450,3224,2160,581,1848,4460,150,4310,49539,3837,2790,3494,623
G4800650,2016-2020,TX,Texas,48,Carson County,05000US48065,5957,5487,65,161,18,0,167,118,5348,609,4120,15,30,1425,1180,320,1150,2332,0,2332,74246,2144,1753,1996,188
G4800670,2016-2020,TX,Texas,48,Cass County,05000US48067,30002,23376,5183,51,172,0,386,1668,28593,1409,20960,165,648,10875,3991,1443,3838,11962,34,11928,47539,9809,6940,8944,2153
G4800690,2016-2020,TX,Texas,48,Castro County,05000US48069,7561,6342,77,55,50,0,255,1564,2661,4900,4663,157,667,1922,937,213,767,2557,269,2288,49900,2171,1305,2136,386
G4800710,2016-2020,TX,Texas,48,Chambers County,05000US48071,42571,35750,3277,45,369,0,1229,3802,32701,9870,26978,464,944,8524,8109,2872,6065,14266,578,13688,95989,13509,11215,13009,757
G4800730,2016-2020,TX,Texas,48,Cherokee County,05000US48073,52341,40752,7289,282,287,24,1592,4230,40074,12267,34260,683,2300,14368,8230,2706,5973,18540,886,17654,50199,16615,12010,15733,1925
G4800750,2016-2020,TX,Texas,48,Childress County,05000US48075,7219,5688,563,2,0,0,318,1296,4689,2530,5246,52,143,2613,1182,272,984,2308,32,2276,43564,1980,1578,1863,328
G4800770,2016-2020,TX,Texas,48,Clay County,05000US48077,10444,9804,59,69,89,6,75,684,9762,682,7626,70,304,2975,1880,596,1801,4159,0,4159,63125,3705,3083,3424,454
G4800790,2016-2020,TX,Texas,48,Cochran County,05000US48079,2860,2310,168,1,0,0,121,520,1169,1691,1880,95,309,807,367,147,155,1026,72,954,41000,858,491,790,168
G4800810,2016-2020,TX,Texas,48,Coke County,05000US48081,3298,2963,37,45,0,0,207,92,2571,727,2479,20,193,1029,563,124,550,1625,43,1582,45072,1421,999,1328,204
G4800830,2016-2020,TX,Texas,48,Coleman County,05000US48083,8281,7062,168,102,19,3,420,1014,6815,1466,6026,60,316,2615,1639,380,1016,3492,24,3468,46948,2978,2296,2800,514
G4800850,2016-2020,TX,Texas,48,Collin County,05000US48085,1006038,663313,98006,4246,158166,769,25567,111942,851642,154396,662273,6757,14718,114768,123523,49991,352516,353491,16840,336651,100541,347394,323398,339121,6097
G4800870,2016-2020,TX,Texas,48,Collingsworth County,05000US48087,2939,2049,295,91,0,0,190,628,2005,934,1909,28,154,705,457,139,426,1029,72,957,41202,923,597,891,106
G4800890,2016-2020,TX,Texas,48,Colorado County,05000US48089,21357,15161,2723,57,133,0,2796,974,14902,6455,14387,182,1034,6520,2817,1090,2744,7442,297,7145,52663,6126,4624,5795,1316
G4800910,2016-2020,TX,Texas,48,Comal County,05000US48091,148921,129711,3236,376,1739,65,4654,18280,107628,41293,103971,1133,1551,30332,24334,7198,39423,54586,1201,53385,80781,51904,47393,49851,2682
G4800930,2016-2020,TX,Texas,48,Comanche County,05000US48093,13597,12018,208,125,79,0,343,1648,9749,3848,9707,184,553,3824,2386,806,1954,5416,157,5259,54889,4688,3800,4339,728
G4800950,2016-2020,TX,Texas,48,Concho County,05000US48095,3018,2718,61,24,11,0,39,330,1807,1211,2389,57,365,1043,485,124,315,876,26,850,53333,760,618,700,116
G4800970,2016-2020,TX,Texas,48,Cooke County,05000US48097,40428,36259,1115,317,319,7,387,4048,33052,7376,27484,261,1157,10520,7202,2362,5982,15530,410,15120,62733,13608,10515,12918,1922
G4800990,2016-2020,TX,Texas,48,Coryell County,05000US48099,75576,53234,9815,591,1610,557,1090,17358,61407,14169,47848,461,1697,16493,15852,5248,8097,22324,369,21955,54712,20717,17584,19754,1607
G4801010,2016-2020,TX,Texas,48,Cottle County,05000US48101,1624,1270,126,3,0,0,110,230,1311,313,1066,9,94,388,294,80,201,703,26,677,40250,527,435,506,176
G4801030,2016-2020,TX,Texas,48,Crane County,05000US48103,4739,2557,106,8,99,5,1816,296,1660,3079,2856,71,337,1299,555,214,380,1500,189,1311,54596,1446,784,1384,54
G4801050,2016-2020,TX,Texas,48,Crockett County,05000US48105,3393,1452,41,0,0,0,1856,88,1283,2110,2471,6,71,1624,451,80,239,1394,0,1394,46695,1224,943,1158,170
G4801070,2016-2020,TX,Texas,48,Crosby County,05000US48107,5753,4691,273,0,27,8,423,662,2516,3237,3746,95,333,1691,831,239,557,2107,124,1983,42470,1806,1341,1721,301
G4801090,2016-2020,TX,Texas,48,Culberson County,05000US48109,2183,1475,3,56,16,0,362,542,367,1816,1416,34,321,593,173,62,233,668,240,428,34853,417,230,407,251
G4801110,2016-2020,TX,Texas,48,Dallam County,05000US48111,7272,5836,14,31,8,0,670,1426,3898,3374,4415,386,489,1790,910,89,751,2344,277,2067,58956,2108,1712,2018,236
G4801130,2016-2020,TX,Texas,48,Dallas County,05000US48113,2622634,1475503,593081,10364,170955,1147,199281,344606,1567585,1055049,1686671,46048,133407,532383,327854,99082,547897,945996,92555,853441,61870,874345,715997,844213,71651
G4801150,2016-2020,TX,Texas,48,Dawson County,05000US48115,12849,8936,1089,115,15,0,1342,2704,5391,7458,8098,438,789,3800,1563,337,1171,4430,321,4109,40469,3677,2198,3553,753
G4801170,2016-2020,TX,Texas,48,Deaf Smith County,05000US48117,18617,15092,180,90,132,15,999,4218,4928,13689,10956,421,1471,5235,2071,443,1315,6053,768,5285,49790,5394,3551,5253,659
G4801190,2016-2020,TX,Texas,48,Delta County,05000US48119,5277,4506,388,9,19,0,11,688,4840,437,3605,69,69,1537,844,307,779,2066,0,2066,49868,1754,1337,1676,312
G4801210,2016-2020,TX,Texas,48,Denton County,05000US48121,861690,614943,85098,4715,79003,841,23296,107588,694825,166865,569381,8447,10453,122557,124893,42502,260529,300585,9939,290646,90354,294048,269544,286694,6537
G4801230,2016-2020,TX,Texas,48,DeWitt County,05000US48123,20217,13110,1797,293,11,0,4474,1064,13006,7211,14309,210,858,7111,3234,1149,1747,6823,149,6674,53815,5500,4213,5203,1323
G4801250,2016-2020,TX,Texas,48,Dickens County,05000US48125,2182,1920,58,9,12,0,110,146,1538,644,1623,35,78,750,347,111,302,861,11,850,41141,772,607,692,89
G4801270,2016-2020,TX,Texas,48,Dimmit County,05000US48127,10232,7182,9,12,164,0,1195,3340,1294,8938,6460,442,1168,2445,1244,202,959,3178,266,2912,25996,2431,1957,2367,747
G4801290,2016-2020,TX,Texas,48,Donley County,05000US48129,3317,2974,207,10,10,0,53,126,2943,374,2206,19,56,807,742,183,399,1344,10,1334,51875,1194,837,1123,150
G4801310,2016-2020,TX,Texas,48,Duval County,05000US48131,11194,10330,153,12,0,0,112,1174,1203,9991,7136,153,990,3135,1677,527,654,3407,292,3115,45349,2620,1610,2500,787
G4801330,2016-2020,TX,Texas,48,Eastland County,05000US48133,18289,16855,427,106,62,0,486,706,15239,3050,12555,204,486,5066,3182,1201,2416,7017,191,6826,41559,5863,4661,5459,1154
G4801350,2016-2020,TX,Texas,48,Ector County,05000US48135,162067,118940,7779,1237,1843,88,20215,23930,62214,99853,96782,2344,7263,42270,21988,6846,16071,53602,4738,48864,63096,49418,34887,47845,4184
G4801370,2016-2020,TX,Texas,48,Edwards County,05000US48137,1944,1942,1,0,0,0,0,2,931,1013,1301,77,104,494,303,86,237,787,29,758,40643,596,457,522,191
G4801390,2016-2020,TX,Texas,48,Ellis County,05000US48139,179484,140100,18813,1334,1288,80,6641,22456,131726,47758,115775,1805,4467,40970,30151,9109,29273,59399,1513,57886,79834,56468,48013,54424,2931
G4801410,2016-2020,TX,Texas,48,El Paso County,05000US48141,836915,580085,26915,4685,10654,1246,112022,202616,144995,691920,514164,16216,47154,163907,117467,45877,123543,273662,60245,213417,48292,245304,193433,237270,28358
G4801430,2016-2020,TX,Texas,48,Erath County,05000US48143,42226,37392,704,387,418,59,1997,2538,33236,8990,24555,724,721,8064,5220,1729,8097,14263,353,13910,55383,13485,10953,12912,778
G4801450,2016-2020,TX,Texas,48,Falls County,05000US48145,17281,12110,4060,71,111,0,409,1040,13216,4065,12198,373,699,5939,2795,877,1515,5552,70,5482,36854,4192,3294,3915,1360
G4801470,2016-2020,TX,Texas,48,Fannin County,05000US48147,35046,30481,1993,332,197,9,594,2880,30979,4067,24604,250,978,11191,6331,1441,4413,12391,101,12290,57898,10953,8498,10474,1438
G4801490,2016-2020,TX,Texas,48,Fayette County,05000US48149,25247,22639,1615,33,124,0,424,824,19854,5393,18468,270,708,8326,3727,1312,4125,9033,109,8924,62872,7079,5988,6486,1954
